trans_date_trans_time,category,amt,gender,city_pop,dob,is_fraud,trans_year,age,age_group,Region,is_weekend,day_period,trans_month,job_sector
2020-04-13 08:28:20,8,773.21,1,86954,1992,1,1,28,1,1,0,2,0,7
2020-01-25 22:42:25,6,241.43,0,3458,1985,1,1,35,1,1,0,3,4,0
2020-04-17 00:46:57,4,289.37,1,1966,1947,1,1,73,3,2,1,3,0,4
2019-08-30 22:34:57,8,893.19,1,4367,1962,1,0,57,2,4,1,3,1,8
2019-09-25 01:52:15,4,346.51,0,6469,1979,1,0,40,2,1,0,3,11,5
2020-06-16 20:32:45,5,19.42,0,324,1976,1,1,44,2,1,0,1,6,8
2019-07-12 22:35:13,8,866.28,0,1909,1954,1,0,65,3,2,1,3,5,4
2019-12-28 01:28:06,4,296.31,0,181438,1934,1,0,85,3,4,0,3,2,1
2019-11-03 22:11:02,6,260.0,0,2526,1970,1,0,49,2,4,1,3,9,3
2019-04-16 12:57:48,7,18.62,1,79008,1984,1,0,35,1,4,0,2,0,0
2019-01-21 03:00:22,4,311.58,0,31394,1996,1,0,23,1,1,0,3,4,3
2020-01-24 06:24:26,3,10.95,1,1841,1975,1,1,45,2,4,1,2,4,8
2019-08-24 22:48:26,10,18.31,0,18128,1990,1,0,29,1,4,0,3,1,4
2020-04-29 22:44:34,0,549.34,0,1334,1986,1,1,34,1,2,0,3,0,8
2019-12-27 00:44:57,2,9.82,0,181438,1934,1,0,85,3,4,1,3,2,1
2019-04-11 22:02:32,12,990.74,0,1791,1965,1,0,54,2,4,0,3,0,2
2019-11-28 04:23:44,8,751.52,0,1186,1986,1,0,33,1,4,0,3,9,9
2019-09-16 23:15:43,6,240.53,1,33917,1977,1,0,42,2,4,0,3,11,8
2020-04-28 22:36:38,4,335.2,1,223,1939,1,1,81,3,1,0,3,0,7
2019-02-22 22:56:09,12,744.65,1,27020,1986,1,0,33,1,1,1,3,3,5
2019-12-30 23:10:18,11,972.02,1,168,1978,1,0,41,2,2,0,3,2,8
2019-05-24 09:36:59,4,303.67,1,341043,1989,1,0,30,1,4,1,2,8,8
2019-09-27 23:00:29,11,1117.91,1,518429,1995,1,0,24,1,1,1,3,11,8
2019-05-24 10:20:03,4,321.38,1,1196,1958,1,0,61,3,4,1,2,8,1
2019-08-30 23:36:56,7,17.4,0,54287,1972,1,0,47,2,0,1,3,1,8
2019-12-19 22:28:57,4,312.8,1,333497,1968,1,0,51,2,4,0,3,2,4
2020-02-28 20:51:46,12,873.31,0,2383912,1959,1,1,61,3,0,1,1,3,8
2019-05-19 22:22:54,11,1019.96,1,277,1985,1,0,34,1,3,1,3,8,8
2019-12-06 00:55:51,4,311.97,1,128715,1995,1,0,24,1,1,1,3,2,6
2019-10-02 23:06:30,11,912.37,0,1577385,1961,1,0,58,2,2,0,3,10,8
2020-03-12 14:51:40,11,1229.99,1,970,1993,1,1,27,1,2,0,0,7,2
2019-01-09 04:39:14,8,701.88,0,1228,1990,1,0,29,1,2,0,3,4,3
2020-05-02 23:52:02,10,18.76,0,7511,1943,1,1,77,3,4,0,3,8,1
2019-04-29 23:55:33,8,965.16,1,129,1965,1,0,54,2,3,0,3,0,8
2019-07-13 23:29:47,0,434.55,1,1102,1989,1,0,30,1,2,0,3,5,8
2020-03-02 02:26:51,9,735.44,0,606,1988,1,1,32,1,3,0,3,7,8
2019-06-30 00:47:52,4,324.16,0,969,1954,1,0,65,3,4,1,3,6,3
2020-04-09 23:31:02,13,10.76,0,2872,1987,1,1,33,1,5,0,3,0,4
2019-07-24 23:41:55,11,1041.82,1,258,1943,1,0,76,3,4,0,3,5,8
2019-09-29 23:46:47,11,1002.36,0,151022,1957,1,0,62,3,2,1,3,11,7
2019-01-31 23:00:13,12,1008.53,0,75903,1957,1,0,62,3,1,0,3,4,8
2019-05-12 23:50:49,10,51.0,0,489,1956,1,0,63,3,2,1,3,8,7
2020-04-29 23:33:42,1,105.25,0,190178,1930,1,1,90,3,4,0,3,0,3
2019-06-22 22:50:10,10,17.81,1,276002,1979,1,0,40,2,4,0,3,6,1
2019-11-24 03:51:12,4,308.82,1,23805,1970,1,0,49,2,1,1,3,9,8
2020-01-18 03:24:17,11,1040.2,0,241,1974,1,1,46,2,1,0,3,4,4
2020-05-23 22:44:02,8,841.63,0,137067,1951,1,1,69,3,4,0,3,8,6
2020-01-29 03:03:22,4,321.77,1,128,1966,1,1,54,2,0,0,3,4,4
2019-03-15 22:52:43,11,870.91,1,478404,1940,1,0,79,3,5,1,3,7,4
2020-05-19 11:27:34,9,774.77,0,504,1980,1,1,40,2,2,0,2,8,8
2019-10-31 23:42:50,7,5.44,0,597,1961,1,0,58,2,0,0,3,10,8
2019-07-25 23:55:32,11,1053.41,1,5791,1959,1,0,60,2,1,0,3,5,8
2020-06-07 01:07:29,8,660.07,1,5657,1987,1,1,33,1,4,1,3,6,8
2020-03-19 23:18:03,11,919.36,0,163415,2004,1,1,16,0,1,0,3,7,1
2019-02-07 22:47:50,11,1286.27,0,254,1952,1,0,67,3,1,0,3,3,8
2020-04-09 22:09:07,6,238.7,0,2872,1987,1,1,33,1,5,0,3,0,4
2019-09-07 01:19:13,4,287.86,1,4005,1945,1,0,74,3,1,0,3,11,4
2019-10-21 23:03:15,11,1074.45,0,1274,1949,1,0,70,3,2,0,3,10,4
2019-12-29 22:26:23,0,570.24,1,471,1941,1,0,78,3,4,1,3,2,8
2019-11-19 23:06:42,8,932.84,1,1680,1976,1,0,43,2,1,0,3,9,3
2019-10-18 19:44:09,7,20.17,1,7268,1988,1,0,31,1,3,1,1,10,8
2020-05-01 22:15:58,11,1042.19,1,207,1955,1,1,65,3,3,1,3,8,4
2019-03-23 22:17:09,10,19.24,0,151785,1974,1,0,45,2,4,0,3,7,8
2019-05-23 03:35:26,4,320.76,1,95,1994,1,0,25,1,1,0,3,8,4
2019-05-12 01:17:35,0,494.73,0,641349,1976,1,0,43,2,3,1,3,8,4
2020-02-02 22:27:56,1,124.99,0,71485,1974,1,1,46,2,2,1,3,3,7
2019-02-22 22:22:53,6,218.32,0,1089,1971,1,0,48,2,4,1,3,3,4
2019-06-06 12:40:12,8,788.2,0,5726,1947,1,0,72,3,4,0,2,6,7
2019-05-12 06:31:47,2,6.7,1,20478,1997,1,0,22,1,4,1,2,8,4
2019-08-11 22:11:37,11,973.28,1,4159,1998,1,0,21,1,4,1,3,1,8
2020-05-10 02:14:40,1,118.22,0,15623,1993,1,1,27,1,1,1,3,8,8
2019-12-31 03:10:03,2,9.12,1,1645,1976,1,0,43,2,3,0,3,2,8
2019-01-21 22:34:08,11,1122.38,0,31394,1996,1,0,23,1,1,0,3,4,3
2019-03-10 21:24:49,4,307.03,0,1271,1958,1,0,61,3,2,1,3,7,8
2020-02-14 15:53:22,11,1139.52,0,3699,1948,1,1,72,3,4,1,0,3,7
2019-08-09 23:37:58,12,928.93,1,28506,1939,1,0,80,3,2,1,3,1,7
2019-09-13 22:32:16,12,1002.29,1,172817,1941,1,0,78,3,0,1,3,11,8
2019-08-17 22:26:50,11,926.13,0,165,1945,1,0,74,3,2,0,3,1,4
2019-10-03 13:38:11,10,54.69,0,2089,1963,1,0,56,2,1,0,0,10,0
2019-12-06 00:03:46,9,979.43,0,255,1971,1,0,48,2,4,1,3,2,8
2019-06-29 02:37:19,2,20.06,1,2208,1961,1,0,58,2,1,0,3,6,3
2020-06-17 23:22:31,11,1105.6,1,1988,1978,1,1,42,2,2,0,3,6,3
2019-04-30 23:32:24,11,938.4,1,129,1965,1,0,54,2,3,0,3,0,8
2019-02-04 23:02:01,6,248.8,1,686,1980,1,0,39,2,4,0,3,3,4
2019-06-03 22:18:27,12,1288.29,1,782,2000,1,0,19,1,2,0,3,6,2
2019-10-19 22:24:06,10,22.43,1,2906700,1996,1,0,23,1,4,0,3,10,8
2019-04-17 01:31:29,4,296.69,1,2142,1976,1,0,43,2,4,0,3,0,9
2019-02-22 02:25:37,12,704.03,0,116155,1983,1,0,36,2,4,1,3,3,2
2020-03-13 22:47:09,9,9.63,1,1302,1976,1,1,44,2,0,1,3,7,8
2019-12-03 19:32:40,7,19.45,1,7163,1982,1,0,37,2,4,0,1,2,7
2019-06-10 07:02:19,2,10.34,0,69,1991,1,0,28,1,2,0,2,6,8
2019-06-10 03:20:38,12,890.74,0,69,1991,1,0,28,1,2,0,3,6,8
2020-05-19 23:31:08,12,878.13,1,92337,1967,1,1,53,2,3,0,3,8,8
2020-01-08 01:55:32,4,269.05,0,156391,1968,1,1,52,2,4,0,3,4,8
2019-08-30 02:16:16,4,336.02,1,122111,1987,1,0,32,1,3,1,3,1,7
2020-02-22 22:13:39,7,22.44,0,12568,1958,1,1,62,3,1,0,3,3,7
2019-09-11 17:22:38,12,903.38,1,673342,1969,1,0,50,2,1,0,1,11,8
2019-10-20 03:26:01,2,17.77,1,1506,1960,1,0,59,2,2,1,3,10,9
2019-03-07 23:37:17,12,1206.65,1,2661,1948,1,0,71,3,1,0,3,7,7
2019-04-03 23:12:22,6,269.86,0,45100,1993,1,0,26,1,2,0,3,0,8
2019-11-01 21:25:37,0,581.16,1,626,1960,1,0,59,2,4,1,3,9,4
2020-02-20 23:04:19,11,1197.66,1,32891,1987,1,1,33,1,4,0,3,3,6
2020-05-13 13:14:58,12,964.71,0,17081,1954,1,1,66,3,4,0,0,8,2
2020-02-24 23:24:05,9,50.26,1,899,1967,1,1,53,2,3,0,3,3,4
2019-12-19 23:11:55,1,139.45,1,333497,1968,1,0,51,2,4,0,3,2,4
2019-12-24 23:35:41,5,18.16,0,1847,1988,1,0,31,1,1,0,3,2,6
2020-03-09 22:31:20,8,668.01,0,14267,1963,1,1,57,2,4,0,3,7,8
2019-09-28 22:53:50,12,891.35,0,151022,1957,1,0,62,3,2,0,3,11,7
2019-12-23 21:23:13,12,1050.27,1,2623,1966,1,0,53,2,4,0,3,2,8
2020-06-10 18:58:33,11,937.11,1,4589,1956,1,1,64,3,2,0,1,6,8
2019-08-31 23:20:03,11,946.78,1,122111,1987,1,0,32,1,3,0,3,1,7
2020-01-18 23:39:27,12,732.81,1,3730,1991,1,1,29,1,4,0,3,4,3
2019-06-20 23:51:05,12,880.6,0,51,1960,1,0,59,2,1,0,3,6,4
2020-04-30 02:40:13,4,280.99,1,4593,1940,1,1,80,3,1,0,3,0,8
2020-03-17 22:56:58,11,955.79,1,965,1982,1,1,38,2,1,0,3,7,3
2020-05-01 03:59:55,2,15.63,0,3487,1960,1,1,60,2,2,1,3,8,8
2020-05-01 23:47:09,12,877.08,0,3487,1960,1,1,60,2,2,1,3,8,8
2020-06-17 11:09:44,12,885.7,0,1725,1974,1,1,46,2,4,0,2,6,1
2020-04-18 00:32:32,4,290.12,1,372,1997,1,1,23,1,1,0,3,0,7
2020-02-08 23:19:51,11,995.86,1,409656,1985,1,1,35,1,1,0,3,3,7
2019-12-14 03:05:10,4,292.71,1,1480,1974,1,0,45,2,4,0,3,2,8
2020-05-30 01:19:06,4,284.65,1,3085,1990,1,1,30,1,4,0,3,8,0
2019-10-07 04:40:30,4,331.98,0,12349,1985,1,0,34,1,1,0,3,10,8
2019-12-29 22:00:29,0,590.55,1,471,1941,1,0,78,3,4,1,3,2,8
2020-02-01 22:46:22,10,18.58,0,71485,1974,1,1,46,2,2,0,3,3,7
2019-12-22 05:58:10,4,296.3,0,2328,1942,1,0,77,3,1,1,3,2,4
2020-06-03 22:18:16,4,287.38,1,1654,1991,1,1,29,1,2,0,3,6,6
2019-05-15 22:41:11,4,259.24,0,5778,1952,1,0,67,3,4,0,3,8,8
2019-04-25 22:09:18,11,861.34,0,191096,1964,1,0,55,2,0,0,3,0,8
2019-11-30 22:30:24,12,801.29,1,301,1967,1,0,52,2,4,0,3,9,8
2019-08-30 09:57:23,4,310.38,1,122111,1987,1,0,32,1,3,1,2,1,7
2020-01-11 22:51:52,10,20.62,0,36438,1985,1,1,35,1,4,0,3,4,8
2019-06-23 00:25:48,12,903.44,0,1617,1990,1,0,29,1,1,1,3,6,8
2020-01-15 23:33:04,11,895.02,1,6025,1995,1,1,25,1,2,0,3,4,6
2019-12-12 02:23:37,11,1046.53,0,1760,1972,1,0,47,2,4,0,3,2,8
2019-04-08 06:41:32,4,300.98,1,1666,1968,1,0,51,2,2,0,2,0,8
2019-04-19 03:52:05,8,870.34,1,4680,1986,1,0,33,1,2,1,3,0,8
2019-09-11 22:58:11,11,904.31,1,673342,1969,1,0,50,2,1,0,3,11,8
2020-02-27 23:29:35,8,672.71,0,2383912,1959,1,1,61,3,0,0,3,3,8
2019-10-09 23:25:18,12,834.38,1,291,1991,1,0,28,1,1,0,3,10,7
2019-06-29 03:27:29,8,904.15,1,33804,1991,1,0,28,1,4,0,3,6,8
2019-12-27 23:48:07,6,296.61,0,190249,1976,1,0,43,2,0,1,3,2,8
2019-01-31 22:10:24,1,101.13,0,601723,1986,1,0,33,1,4,0,3,4,8
2020-03-31 01:32:23,4,344.0,1,1383,1966,1,1,54,2,4,0,3,7,8
2019-09-11 00:46:36,9,9.21,0,79613,1978,1,0,41,2,4,0,3,11,2
2019-07-27 00:24:20,2,19.04,1,1120,1957,1,0,62,3,1,0,3,5,7
2019-02-28 01:57:02,12,744.23,0,1526206,1972,1,0,47,2,2,0,3,3,8
2019-11-25 22:51:40,11,1076.69,1,276896,1997,1,0,22,1,5,0,3,9,8
2019-09-07 22:23:09,8,688.58,1,4005,1945,1,0,74,3,1,0,3,11,4
2019-06-21 02:52:20,4,335.19,0,51,1960,1,0,59,2,1,1,3,6,4
2019-12-06 02:43:50,2,9.22,1,128715,1995,1,0,24,1,1,1,3,2,6
2019-06-03 03:11:54,2,10.32,0,7565,1952,1,0,67,3,2,0,3,6,8
2019-09-04 23:42:24,11,905.72,1,93193,1995,1,0,24,1,0,0,3,11,8
2020-03-03 23:00:23,9,8.78,1,381459,1974,1,1,46,2,0,0,3,7,8
2019-06-23 23:44:52,11,1157.53,0,1143,1962,1,0,57,2,4,1,3,6,3
2019-03-23 22:23:06,11,1204.67,0,136,2000,1,0,19,1,1,0,3,7,8
2019-08-11 23:01:33,11,888.06,1,4159,1998,1,0,21,1,4,1,3,1,8
2019-01-04 22:10:09,8,722.18,0,1472,1941,1,0,78,3,2,1,3,4,2
2020-05-02 22:48:00,11,906.28,0,28425,2000,1,1,20,1,2,0,3,8,8
2019-06-11 23:07:01,7,5.49,0,602,1958,1,0,61,3,1,0,3,6,8
2019-08-26 09:07:39,1,116.96,0,4074,1975,1,0,44,2,4,0,2,1,8
2019-09-14 01:49:38,2,9.84,1,172817,1941,1,0,78,3,0,0,3,11,8
2019-03-07 22:55:59,8,763.11,0,522,1946,1,0,73,3,4,0,3,7,0
2019-11-20 23:04:38,11,960.06,1,2395,1993,1,0,26,1,4,0,3,9,8
2019-04-04 04:56:43,12,933.08,0,45100,1993,1,0,26,1,2,0,3,0,8
2020-04-08 03:53:23,4,334.87,0,2906700,1983,1,1,37,2,4,0,3,0,8
2020-02-03 00:38:35,4,327.8,0,2158,1961,1,1,59,2,2,0,3,3,6
2019-09-29 07:55:24,9,856.01,0,1686,1986,1,0,33,1,4,1,2,11,8
2019-08-24 02:37:33,2,18.26,1,1831,1953,1,0,66,3,1,0,3,1,9
2019-09-04 00:47:45,0,537.37,0,13973,1981,1,0,38,2,1,0,3,11,7
2019-01-29 00:36:10,3,11.33,1,2906700,1962,1,0,57,2,4,0,3,4,8
2019-02-28 00:06:01,4,353.39,0,2691,1993,1,0,26,1,1,0,3,3,8
2019-07-02 10:47:37,2,9.85,1,9679,1991,1,0,28,1,1,0,2,5,6
2019-04-28 23:29:56,8,719.08,1,40470,1940,1,0,79,3,4,1,3,0,3
2020-05-05 18:52:28,12,849.88,0,2504700,1999,1,1,21,1,2,0,1,8,9
2019-11-24 22:14:21,11,780.7,1,459921,1969,1,0,50,2,4,1,3,9,8
2019-03-08 03:35:01,3,6.68,0,302,1973,1,0,46,2,4,1,3,7,8
2019-11-30 15:30:39,8,823.17,0,837792,1957,1,0,62,3,0,0,0,9,8
2020-02-01 03:16:22,3,16.02,1,2258,1937,1,1,83,3,2,0,3,3,0
2019-11-19 22:27:43,11,948.33,1,1680,1976,1,0,43,2,1,0,3,9,3
2019-06-22 03:57:17,4,314.39,1,276002,1979,1,0,40,2,4,0,3,6,1
2020-06-04 22:01:55,12,877.44,1,19054,1976,1,1,44,2,4,0,3,6,8
2019-03-07 06:26:53,4,347.46,0,302,1973,1,0,46,2,4,0,2,7,8
2019-08-26 22:50:31,11,899.63,1,1126,1980,1,0,39,2,1,0,3,1,7
2020-03-17 02:26:41,4,354.03,0,1530,1986,1,1,34,1,0,0,3,7,8
2019-12-27 00:48:56,12,913.18,0,106,1983,1,0,36,2,4,1,3,2,8
2019-11-26 22:47:19,13,10.89,0,4726,1977,1,0,42,2,4,0,3,9,8
2020-06-08 03:06:33,9,708.65,0,242,1987,1,1,33,1,1,0,3,6,8
2019-12-31 23:34:42,11,863.66,0,104,1927,1,0,92,3,2,0,3,2,2
2019-01-14 09:30:36,2,8.25,0,973849,1955,1,0,64,3,0,0,2,4,8
2019-02-07 22:27:48,8,721.96,0,254,1952,1,0,67,3,1,0,3,3,8
2019-02-08 09:13:24,4,299.18,1,795,1986,1,0,33,1,1,1,2,3,8
2020-01-17 02:19:18,4,359.01,0,811,1972,1,1,48,2,1,1,3,4,3
2019-08-27 16:09:44,7,22.21,0,4074,1975,1,0,44,2,4,0,1,1,8
2019-08-12 23:26:31,12,814.46,1,823,1982,1,0,37,2,2,0,3,1,8
2019-10-07 16:20:59,10,19.17,0,12349,1985,1,0,34,1,1,0,1,10,8
2019-09-14 22:17:47,4,311.52,1,172817,1941,1,0,78,3,0,0,3,11,8
2019-07-11 23:11:17,11,887.77,1,4533,1969,1,0,50,2,2,0,3,5,2
2020-03-17 23:36:21,0,434.19,1,965,1982,1,1,38,2,1,0,3,7,3
2020-04-01 03:24:58,4,303.69,1,22930,1971,1,1,49,2,1,0,3,0,6
2019-10-06 05:02:40,4,323.89,0,1312922,1981,1,0,38,2,5,1,3,10,8
2019-01-20 06:28:22,4,275.15,0,136895,1939,1,0,80,3,4,1,2,4,4
2019-05-23 23:07:17,11,909.0,1,163415,1975,1,0,44,2,1,0,3,8,8
2019-12-18 22:48:56,5,20.85,1,194500,1990,1,0,29,1,4,0,3,2,8
2020-01-17 22:54:23,6,236.24,0,811,1972,1,1,48,2,1,1,3,4,3
2019-07-03 22:06:50,11,1034.06,1,9679,1991,1,0,28,1,1,0,3,5,6
2019-08-29 22:08:00,8,822.52,1,1126,1955,1,0,64,3,1,0,3,1,8
2019-02-26 23:35:21,12,1139.57,1,190178,1959,1,0,60,2,4,0,3,3,8
2019-01-31 03:13:31,2,11.68,1,2060,1983,1,0,36,2,4,0,3,4,8
2019-06-14 02:09:01,4,263.15,0,973849,1997,1,0,22,1,0,1,3,6,1
2019-06-29 01:32:26,2,10.06,1,1536,1981,1,0,38,2,1,0,3,6,7
2019-02-12 22:55:34,11,891.97,1,272,2001,1,0,18,0,1,0,3,3,8
2019-10-11 22:52:11,0,641.34,1,732,1956,1,0,63,3,1,1,3,10,8
2019-05-16 22:03:23,8,874.45,0,493,1940,1,0,79,3,1,0,3,8,8
2019-07-14 00:30:43,4,264.77,1,286,1989,1,0,30,1,3,1,3,5,8
2019-06-26 22:35:06,4,325.83,1,198,1978,1,0,41,2,2,0,3,6,4
2019-12-23 16:27:15,8,765.93,0,4984,1952,1,0,67,3,1,0,1,2,8
2019-01-05 03:15:35,2,20.45,1,145,1939,1,0,80,3,0,0,3,4,8
2019-02-09 01:26:00,4,288.97,0,151022,1939,1,0,80,3,2,0,3,3,8
2020-03-01 03:26:04,4,299.02,0,2078,1963,1,1,57,2,3,1,3,7,8
2020-03-31 23:21:20,0,383.42,0,3994,1936,1,1,84,3,4,0,3,7,8
2020-03-12 22:17:02,11,1117.28,1,970,1993,1,1,27,1,2,0,3,7,2
2020-04-19 17:09:31,4,280.15,0,4508,1949,1,1,71,3,1,1,1,0,4
2019-03-25 09:04:04,11,955.52,0,271,1972,1,0,47,2,1,0,2,7,0
2020-02-10 07:46:25,2,21.74,0,217,1928,1,1,92,3,0,0,2,3,9
2019-07-12 23:08:58,8,911.24,0,2801,1961,1,0,58,2,4,1,3,5,8
2019-10-01 22:11:54,11,849.91,1,47211,1937,1,0,82,3,2,0,3,10,4
2020-06-11 23:51:59,4,318.94,1,18760,1933,1,1,87,3,2,0,3,6,8
2019-04-17 23:16:52,12,929.76,1,46944,1942,1,0,77,3,4,0,3,0,1
2019-09-14 19:22:32,11,1000.81,1,3223,1954,1,0,65,3,1,0,1,11,6
2019-10-13 23:51:30,12,830.76,1,1897,1953,1,0,66,3,4,1,3,10,8
2020-02-10 22:28:36,11,1100.0,0,217,1928,1,1,92,3,0,0,3,3,9
2020-05-22 21:07:35,8,750.87,1,321490,1991,1,1,29,1,4,1,3,8,3
2020-04-29 02:11:49,4,324.0,1,223,1939,1,1,81,3,1,0,3,0,7
2019-12-22 22:50:25,10,43.04,0,118,1957,1,0,62,3,1,1,3,2,1
2019-08-24 22:58:18,7,20.28,0,18128,1990,1,0,29,1,4,0,3,1,4
2019-01-11 22:14:35,11,992.1,1,2518,1946,1,0,73,3,2,1,3,4,8
2019-05-28 02:48:44,8,813.98,0,6120,1976,1,0,43,2,2,0,3,8,8
2019-07-26 22:23:30,11,972.44,1,804,1965,1,0,54,2,2,1,3,5,0
2019-12-12 13:32:30,7,18.47,0,1760,1972,1,0,47,2,4,0,0,2,8
2019-03-23 01:09:59,2,9.94,1,239,1996,1,0,23,1,0,0,3,7,8
2019-02-13 18:03:46,6,228.96,1,272,2001,1,0,18,0,1,0,1,3,8
2019-06-16 08:52:13,9,686.32,0,2379,1971,1,0,48,2,2,1,2,6,4
2019-01-13 23:56:26,8,714.88,1,277,1971,1,0,48,2,2,1,3,4,8
2019-02-02 22:50:23,11,917.19,1,1946,1990,1,0,29,1,2,0,3,3,8
2019-10-01 01:45:49,3,10.54,0,1577385,1961,1,0,58,2,2,0,3,10,8
2019-02-23 22:06:43,8,828.62,1,3764,1966,1,0,53,2,1,0,3,3,3
2019-11-29 08:41:09,2,22.04,0,2148,1953,1,0,66,3,2,1,2,9,8
2020-02-04 22:13:00,11,1145.83,1,8512,1951,1,1,69,3,4,0,3,3,8
2019-12-23 23:08:25,11,1115.5,0,4984,1952,1,0,67,3,1,0,3,2,8
2019-10-17 22:30:33,8,771.69,0,11751,1964,1,0,55,2,4,0,3,10,9
2019-12-21 01:47:34,1,117.39,0,128354,1992,1,0,27,1,1,0,3,2,1
2019-02-10 23:41:23,8,716.52,1,4299,1968,1,0,51,2,2,1,3,3,8
2019-08-20 03:43:16,8,735.87,0,123373,1992,1,0,27,1,1,0,3,1,6
2019-01-27 01:34:44,4,329.83,1,126,1992,1,0,27,1,0,1,3,4,7
2019-07-27 02:51:32,2,10.06,1,1382480,1990,1,0,29,1,2,0,3,5,8
2019-12-21 00:28:08,4,338.7,0,2303,1987,1,0,32,1,2,0,3,2,3
2019-04-27 02:53:11,2,10.15,0,459921,1960,1,0,59,2,4,0,3,0,6
2019-12-30 08:41:57,4,333.56,0,104,1927,1,0,92,3,2,0,2,2,2
2020-04-08 23:56:48,7,20.12,0,5505,1932,1,1,88,3,0,0,3,0,8
2019-10-19 22:36:13,11,1165.58,0,276002,1934,1,0,85,3,4,0,3,10,8
2019-12-02 23:08:55,11,947.25,1,5666,2003,1,0,16,0,4,0,3,2,0
2019-05-18 22:18:46,5,26.47,0,2456,1994,1,0,25,1,2,0,3,8,6
2019-11-25 00:52:30,2,10.59,1,276896,1997,1,0,22,1,5,0,3,9,8
2020-06-18 22:46:22,11,956.44,0,642,1946,1,1,74,3,4,0,3,6,4
2020-03-31 22:25:48,11,865.64,1,1383,1966,1,1,54,2,4,0,3,7,8
2019-05-18 22:19:44,11,1018.08,0,337,1954,1,0,65,3,0,0,3,8,8
2020-04-03 00:09:38,4,270.59,1,1453,1974,1,1,46,2,2,1,3,0,8
2020-01-16 23:00:08,12,846.06,1,6025,1995,1,1,25,1,2,0,3,4,6
2019-10-09 00:53:56,4,329.4,1,15269,1993,1,0,26,1,2,0,3,10,8
2019-04-04 00:33:59,8,857.34,1,13021,2001,1,0,18,0,4,0,3,0,3
2019-11-24 23:35:39,7,16.53,1,23805,1970,1,0,49,2,1,1,3,9,8
2019-10-01 22:05:14,4,303.85,1,47211,1937,1,0,82,3,2,0,3,10,4
2019-08-30 23:20:31,12,774.06,1,710,1970,1,0,49,2,1,1,3,1,8
2019-11-21 01:49:28,4,295.9,1,2395,1993,1,0,26,1,4,0,3,9,8
2019-01-21 22:27:05,12,797.87,0,31394,1996,1,0,23,1,1,0,3,4,3
2019-10-13 18:33:07,4,290.71,1,389246,1969,1,0,50,2,3,1,1,10,8
2019-03-25 23:47:37,5,19.82,0,271,1972,1,0,47,2,1,0,3,7,0
2019-12-31 12:03:22,8,917.85,0,104,1927,1,0,92,3,2,0,2,2,2
2019-06-23 00:23:01,4,297.16,1,276002,1979,1,0,40,2,4,1,3,6,1
2020-05-01 02:11:51,2,10.13,1,4593,1940,1,1,80,3,1,1,3,8,8
2019-08-24 10:47:22,11,1101.16,0,18128,1990,1,0,29,1,4,0,2,1,4
2020-04-09 19:49:53,5,23.05,0,2872,1987,1,1,33,1,5,0,1,0,4
2019-06-10 00:16:46,4,320.0,0,602,1958,1,0,61,3,1,0,3,6,8
2019-03-04 02:10:33,4,311.46,1,673342,1946,1,0,73,3,1,0,3,7,8
2019-08-10 22:39:01,11,1088.07,1,895,1999,1,0,20,1,0,0,3,1,8
2019-06-03 22:29:50,11,1024.15,0,7565,1952,1,0,67,3,2,0,3,6,8
2020-02-27 01:37:06,3,9.01,1,177,1974,1,1,46,2,1,0,3,3,8
2019-08-31 00:50:06,4,298.96,0,584,1969,1,0,50,2,0,0,3,1,8
2019-12-12 18:42:54,12,838.3,1,741,1986,1,0,33,1,4,0,1,2,4
2019-04-22 01:41:08,4,255.87,1,2971,1948,1,0,71,3,2,0,3,0,8
2019-10-11 09:58:17,4,380.28,1,732,1956,1,0,63,3,1,1,2,10,8
2019-04-25 00:47:13,8,929.5,1,28739,1999,1,0,20,1,4,0,3,0,2
2019-03-11 23:37:21,10,48.76,0,1271,1958,1,0,61,3,2,0,3,7,8
2019-04-30 02:16:48,4,310.9,1,129,1965,1,0,54,2,3,0,3,0,8
2019-07-03 01:50:12,4,268.73,1,9679,1991,1,0,28,1,1,0,3,5,6
2020-06-20 22:48:58,6,271.35,0,302,1990,1,1,30,1,3,0,3,6,4
2019-05-12 23:21:08,5,17.53,0,765,1972,1,0,47,2,1,1,3,8,8
2019-05-12 04:49:40,2,12.34,1,20478,1997,1,0,22,1,4,1,3,8,4
2020-04-17 23:04:25,8,678.65,1,1966,1947,1,1,73,3,2,1,3,0,4
2019-03-28 01:58:39,2,19.71,0,37,1958,1,0,61,3,4,0,3,7,8
2019-08-25 01:55:51,4,317.33,0,3164,1961,1,0,58,2,4,1,3,1,8
2019-01-20 03:56:41,11,1065.87,0,5950,1971,1,0,48,2,2,1,3,4,7
2019-02-08 22:24:23,8,883.32,0,52126,1929,1,0,90,3,4,1,3,3,4
2019-09-18 15:42:22,11,902.07,1,6018,1947,1,0,72,3,4,0,0,11,8
2019-07-28 04:59:43,2,10.87,0,8007,1940,1,0,79,3,1,1,3,5,3
2020-06-19 02:00:06,3,15.63,0,642,1946,1,1,74,3,4,1,3,6,4
2019-03-08 02:42:53,4,358.27,0,522,1946,1,0,73,3,4,1,3,7,0
2019-01-25 23:42:45,8,775.1,1,149,2000,1,0,19,1,1,1,3,4,8
2019-07-12 22:40:40,11,797.55,1,1102,1989,1,0,30,1,2,1,3,5,8
